                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer3_Paddle_40  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 40  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 300*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    40   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 40 
CND_Layer3_Paddle_41  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 41  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 300*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    41   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 41 
CND_Layer3_Paddle_42  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 42  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 315*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    42   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 42 
CND_Layer3_Paddle_43  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 43  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 315*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    43   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 43 
CND_Layer3_Paddle_44  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 44  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 330*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    44   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 44 
CND_Layer3_Paddle_45  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 45  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 330*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    45   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 45 
CND_Layer3_Paddle_46  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 46  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 345*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    46   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 46 
CND_Layer3_Paddle_47  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 47  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 345*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    47   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 47 
CND_Layer3_Paddle_48  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator 48  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 360*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    48   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 3 paddle manual 48 
CND_Layer1_PaddleUnderWrap_1  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 1  |                               0*cm 0*cm -6.242*cm  |                       0*deg 0*deg 0*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_2  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 2  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 15*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_3  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 3  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 15*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_4  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 4  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 30*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_5  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 5  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 30*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_6  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 6  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 45*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_7  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 7  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 45*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_8  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 8  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 60*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_9  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 9  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 60*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_10  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 10  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 75*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_11  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 11  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 75*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_12  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 12  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 90*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_13  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 13  |                               0*cm 0*cm -6.242*cm  |                      0*deg 0*deg 90*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_14  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 14  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 105*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_15  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 15  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 105*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_16  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 16  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 120*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_17  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 17  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 120*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_18  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 18  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 135*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_19  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 19  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 135*deg  | af3cff   |       G4GenericTrap  |33.286*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm -3.61580168042569*cm 28.997*cm -3.61619663791845*cm 29*cm -0.025*cm 29*cm -0.025*cm 28.997*cm  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer1_PaddleUnderWrap_20  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator Under Wrap 20  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 150*deg  | af3cff   |       G4GenericTrap  |33.286*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm 0.025*cm 28.997*cm 0.025*cm 29*cm 3.61619663791845*cm 29*cm 3.61580168042569*cm 28.997*cm  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
